ulasan,sentiment_label
"kendala yg sering muncul.. login susah kode verifikasi tak kunjung dpt!!😡😡 setelah tak kunjung dapat.. malah tulis ""mencapai upaya maksimum""",negative
"Ini kenapa sih gak bisa login gak bisa verifikasi sama sekali, sms gak masuk pakek telpon tapi ngomong nya bahasa apa sih rugii langganan",negative
Hallo min.. knapa punya saya ini black screen terus. Suara nya aza. Tolong segera di tanggapi,positive
Suka lag gajelas padahal jaringan lancar,negative
kadang videonya patah2(frame drop) jadi harus install ulang. tolong diperbaiki,positive
Harus pake kartu kredit mempersulit aja,positive
Bagus,positive
"Sudah lumayan bagus, film nya pun terus di update. Untuk harga berlangganan nya pun murah cuma 20K aja itupun dapet cb 50% kan lumayan. Semoga aja ga naik lagi harga nya, tpi untuk interface nya masih terlalu kaku. Harus ada peningkatan",positive
Pake daftr,positive
Ini pake kuota gk sih Soalnya aku belum download,negative
Bagus banget,positive
🤍,positive
Luarbiasa,positive
Kenapa yehh jadu hai jinn ka se 1 epi 46 nya ga ada? Gimana cara nya supaya bisa dapat nonton semua episode nya ka aplikasi nya sudah bagus tapi episode nya ga lengkap,positive
Bagus,positive
siaran ulang wrestlemania 38 nya mana???... masa cuman review doank,positive
Kurang banyak filmnya,positive
"Kecewa aplikasi error Login nyq lama banget,malah saya udah langganan lagi",negative
Bagus,positive
Baguss,positive
Bagusss,positive
App nya tiba2 suka error kl sinyal kurang stabil. Semoga bisa ditingkatkan biar bisa kya aplikasi streaming lain yg walaupun sinyalnya cuma puluhan kb tteo bsa lancar ga error.,positive
Coba dulu,positive
"nonton puas tanpa iklan ,kualitas gambar bagus bgt",positive
Aplikasi Diesney+ Hotstar Bagus Banget 👍,positive
Coba,positive
Sangat bagus sekali acarax 🙏🙏👍👍👍,positive
Platform streaming yg murce untuk saat ini,positive
Knp disney gak bisa mirroring lagi? Padahal itu yang bikin enak,positive
The Best App For Movies & World Wrestling Entertainment Live (WrestleMania) 🥇🏆,positive
"Gabisa konek kalau pake wifi, mode full screen ga bener2 full screen",positive
"Ini apk saya kenapa ya??, Setiap buka mau lihat film nge freazz terus keluar? Tolong di perbaiki ya",positive
Tidak bisa di proyeksi ke TV. Sangat disayangkan sekali. Tolong jangan pelit.,positive
Halo ada apakah dengan disney hotstar ??? Setiap applikasi baru dibuka loading nya lama bngett.... mohon di peebaiki...,positive
Update episode serial itu tolong yang rutin dan jelas jadwalnya..jangan tiba2 ilang..,positive
💪😎,positive
"Kenapa tiba"" ada tulisan eror 1001 ya? Saya g bisa nonton jadinya..tolong di perbaiki Yaa. Terimakasih 🙏",positive
"Sementara saya beri bintang 1.. karema sudah semi ggu ini, aplikasi ini tidak berguna.. Layar hitam saat klik film.. Suara ada.. Subtitle ada.. Layar blank.. Tonton trailer normal.. Saran lain, mohon sediakan call center agar konsumen bisa lebih cepat mendapatkan solusi.. Lama kalau lewat email..",positive
Ra lengkap,positive
Baru nonton langsung force close dan langsung otomatis me restart hp,negative
Sumpah kualitas vidio jelek bgt!!!,negative
Tolong bantuannya kk.disney hotstar saya berubah lokasi jadi film2 india.sebelumny lancar bisa liat film2 marvel dan box office lainny.skrng jadi film india semua.padahal saya suka langganan Disney hotstar.kl tetap India saya mau berhenti berlangganan.mksh.,positive
Ini ngasih OTP NGGA JELAS SUARA NYA,negative
Good aplication,positive
"Worth it sih apalagi klo dapat dari paketan Telkomsel, banyak film bagus walaupun kebanyakan kartun tp cukup seru untuk nemamin gabut",positive
Your app has a bug. If we pause it we cant play it again in some hours... sometime a day we cant play any movie... Fix it please. For info i use Samsung Device,negative
Moso semua ne arus Bayer iki Lo aku Ndak punya uang,positive
"Sering error , film yang sudah di download tidak bisa di putar secara offline maupun online . Hanya berputar-putar seperti buffering saja. Penggunaan Ponsel Android. Payah developer nya.",negative
"Tolong kembalikan metode pembayaran melalui pulsa,karna sangat sulit yg tdk mempunyai kartu kredit....tolong kembalikan metode pembayaran pulsa",positive
"Metode pembayaran cuma bisa pake kartu kredit, g semua orang punya",positive
"Tambahin kartunnya CN dong sama Nickelodeon kayak adventure time,Steven Universe, sama yang lainnya deh banyakin , biar adek saya betah dirumah",positive
"Pada saat saya menonton banyak adegan yang dipotong, padahal saya sangat ingin sekali bernostalgia dan ukuran font subtitlenya tidak bisa di atur",negative
"Terjangkau harganya, berkualitas pilihan kontennya.. Ga kalah sama Netflix",positive
Walaupun ga lengkap tapi film yang ada seru semua.... Mungkin kurangnya cuman di kualitas film...Kalo stream terus pake kualitas tinggi gambarnya kadang agak pecah....tapi ga masalah karena biasanya cuman sebentar...,positive
Lumayan,positive
"Tolong pertimbangkan fitur ukuran font subtitle karena terlalu kecil, dan juga akan lebih baik ada fitur kunci layar supaya ketika sedang nonton gak kepencet kemana-mana",positive
sangat amat puass,positive
Tambahin fitur atur kecepatan film nya lah biar bisa nonton cepat tapi gak bosan,positive
"Pas mau berlangganan, tidak bisa melakukan proses pembayaran melalui gopay, katanya harus sama akun yg di pakai di disney+ sama akun yg di gojek, padahal udah sama tapi tetep gak bisa, disana tertulis ""akun sudah di tambahkan"" harusnya masuk ke kode OTP, tapi berhenti sampai di situ.. tolong pengarahannya, bagaimana ini? Saya mau berlangganan tahunan yg ke 2, malah ribet begini. Tolong respon secepatnya agar saya tahu",positive
"Padahal sudah berlangganan tetap menggunakan kuota , coba di rubah supaya bisa lebih irit untuk penggunaan kuota nya",positive
Lelet,positive
"Sering terjadi masalah dalam suara, Resolusi video suka down sendiri walaupun sudah di setel kualitas tinggi",negative
Aplilasi Good I like really cool vilem,positive
"apakah masih menggunakan kuota data ketika nonton, ketika sudah langganan lewat pembelian paket di telkomsel, dan apakah harus beli filmnya dulu, ketika saya ingin melihat film yang ingin saya lihat",positive
Semoga berhasil amin,positive
Sudah bagus tapi tolong ditambahkan koleksi film Spiderman,positive
Kenapa ga bisa bayar yang bulanan pake VA atau pakai transfer bank biasa,positive
"Overall aplikasinya bagus sih tanpa ada kendala, hanya saja untuk film² nya mungkin bisa diperbanyak lagi, seperti yang ada dibioskop biar nnton ga harus pergi ke bioskop.",positive
Thank you for everything Dear greetings to the creator of the application and the supporters who took part in developing this application. Time is running and this is not only private property of the nation's interests Jangan abaikan saya terlalu lama ada saat nya saya benar benar ingin melupan walaupun itu kemewahan yang kita impikan. hilangnya persaudaraan itu yang sangat menyakitkan,positive
Cocok buat hiburan dirumah,positive
Filmnya tambahin yg bagus2,positive
Banyak adegan ORI yang di sensor.b,positive
Nonton pakai realme pro 9 5g ketika di full screen patah2 tapi pas layarnya dikecilin lancar jaya. Jadi males nontonya,negative
"Mau ngasih masukan,Tolong beri fitur kecepatan nonton 1,5 dan 2X.Resolusinya juga di perbaiki",positive
RAYYAN.G.ASHJKL,positive
Kemarin isinya india semua terus kembali normal lah sekarang balik lagi india semua..... Gimana sih,positive
Ditambahkan Dong Pembayarannya untuk bulanan pakai ewallet,positive
Metode pembayaran aja udah banyak yg download apalagi gratis Kalau bisa gratis aja ya supaya lebih banyak yg minat mungkin setelah gratis yg download mencapai 100jt dan rating bintang 5 semua,positive
Seru!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Banget,positive
Kenapa kalau nonton drama tertentu suka slow motion ya?? Udah 2 hari aku buka drama yg mau aku tonton tapi pas muter bisa cuman yaitu slow motion bangett!!! Plisss jangan gitu donggg...,positive
"Bagus banget. semua film disney,pixar,marcel,star war semua ada. Videonya bisa di unduh dan ada dubbing indonesia juga..",negative
"kenapa setelah update cuma layar hitam aja,suaranya ada",positive
Ada pilihan memakai walet ovo tapi tidak bisa dipakai,positive
Gak punya duit,negative
Sangat lengkap,positive
"gotta say the quality was... terrible.. especially for movies. I was watcing Dr. Strange in a really really calm scene like chit chatting between docters, but... what is this, the visual's so noisy here and there like 360p, but i set it on high. idk what benefit i can get frm legal streaming if it did the same as the illegal streaming on visual quality.. and sound too",negative
Kok tidak bisa bayar bulanan ya,positive
Lemot,positive
Saat ini saya di jepang dan aplikasi tidak bisa dibuka. Solusinya bagaimana ya?,positive
Akun berlangganan pke tsel udah login smpe episode 3 aman2 aja nnton glirn ep 4 udah error mau di play. Aneh bgt udh pke nama disney tapi kok suram. Langganan exp ny msih lama tpi udah error2 aja,negative
Saya suka tetap kolaborasi sama Telkomsel ya min 🙏🏻🗿,positive
"Untuk Oppo Reno 6 lagging lag , patah patah videonya, sinyal Bagus pakai Biznet, video Nya kaya 20fps karena lag, mohon perbaiki",positive
Seru banget😄😄,positive
"Saya tidak dapat menerima sms sewaktu login, tolong direspon keluhan saya ini",positive
bagusss,positive
"Saran : tambahkan anime dan film lainnya Yang lain udh bagus , oke terimakasih",positive
Nah..,positive
Nonton film seru,positive
"produk live tv disney kapan dimulai, semoga biaya berlangganan menyesuaikan pasar indonesia",positive
"Arrghh mengecewakan sekali. Saya tidak bisa mendownload satu pun film d aplikasi ini, download tidak berjalan sama sekali.",negative
"Nomer uda bener tapi gabisa login karna gada kode otp yg masuk, kode otp lewat call jg gada?! Udh bolak balik matiin data sm restart hp tetep gada yg masuk!! Please fix it !!",negative
KAPAN KAPAN AH MAU BELI SOAL NYA UDAH PASTI APLIKASI NYA BAGUS,positive
Susah login di tv atau di handphone. Parah tidak ada notifikasi,negative
"Untuk Disney dimohon untuk membenarkan proses pembayaran, beberapa kali pas mau bayar suka mendadak error, terima kasih.",positive
"SAYA GA BISA LIAT VIDEONYA, CUMA ADA SUARA, TAPI KENAPA KALO KLIP VIDEONYA MALAH BISA DITONTON, KAN NGACO",negative
Oke,positive
Good,positive
"Aplikasi yang sangat bagus, saya sangat merekomendasikan aplikasi ini Sudah beberapa bulan saya pakai aplikasi ini, pertama berlangganan waktu film Mulan rilis, ternyata sekarang setiap isi kuata udah langsung berlangganan 1 bulan, seneng banget bisa nonton film Disney favorit, Avengers, film fantasi dan masih banyak lagi Makasih disney+ Hotstar Buat yang belum download buruan download",positive
"Hallo kak aku mau kasih saran nih, untuk mode pembayarannya tolong ditambah kaya gopay atau ovo atau mungkin bayar di afla/indomart, karna umur saya masih di bawah 18+ saya mau berlangganan tapi ga bisa karna ga punya kartu² gitu, saya mohon kak saya mau nonton kartun, waktu dulu mah bisa bayar pake telkomsel dan mudah bgt buat saya yang dibawah 18+ tapi sekarang udah ga bisa saya sedih kak mohon yaa kak, mudah kan mode pembayarannya🙏🙏",positive
"Cukup memuaskan sejauh ini, pengaksesan nya gampang. Cukup beli paket kuota internet Telkomsel langsung bonus Disney+ sebulan. Selain di HP, bisa digunakan juga digunakan di laptop dan TV. Biasanya saya nonton di laptop sih, kalau di HP juga jarang via APK, lebih prefer ke websitenya. Karena kualitas videonya lebih jernih ketimbang via aplikasi.👏👏",positive
Sayang saya ingin menonton film bridge to terabithia tapi tidak ada tolong developer tambahkan film ini,negative
keren siii filmnya banyak yang bagus,positive
cara ganti nama akun nya gimana ya?,positive
"HAI KK, MAU TANYA AJ? DISNEY + HOTSAR DIHANDPHONE SAYA KOK GK BISA PROYEKSI LAYAR? APA APLIKASI INI EMANG GK BISA MEMPROYEKSI LAYAR",positive
"Apa sih iklan terus dimana iklan, mana lagunya ngeselin juga ""mama juga di kent**"" lagu aneh",negative
Memuaskan trimakasih❤️❤️❤️👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻😘😘😘🤭,positive
Kalo bisa ada fitur buat kecepatan pemutarannya biar lebih enak cepet nontonnya,positive
"Banyak. Kadang video berhenti berputar, namun suara tetap berjalan. Dan yang prah ny lgi, ketika asik nonton lalu kita kluar dri aplikasi sbntr ketika mau lanjut nonton sudah tidak bisa. Atau error",positive
"Wonderfull,, i love itt",positive
Aplikasi kerennnn... Best pokoknya,positive
Jangan dibuat jelek lagiii intinya🗿✊,positive
Masalahnya sudah dibantu akhirnya bisa lanjut nonton series² marvel lg,positive
Ni pembayaran lewat ovo gak bisa po?,positive
Mohon defeloper dari aplikasi disney hotstar saya mohon upload vidionya di perbanyak lgi Sama tolong juga upload video anime jga pliss Buatin bahasa indonesianya saya sudah terlalu banyak nonton video di disney hotstar tpi videonya sudah banyak yg dilihat pliss developer,positive
Ngeloading lama banget setiap mau buka hasil Download,positive
Aplikasi nya bagus min tolong tambahin subtitle indonesia pas videonya udah didownload gak ada sub indo nya,positive
padahal kartu saya as telk om sel tpi gk bsa konek ke aplikasi ini,positive
Film Horor dan lainnya punya Suzzanna (Indonesia) lengkapin lagi admin terima kasih🙏,negative
Kak saya mau nanya bagaimana cara hapus history serial yang di tonton,positive
Ok,positive
Waaaah bguss bgttttt aplikasinyaaa semuaaaa filem favorit saya adalah. Waaaoo suka bgttt,positive
"Kok buat android tv GK bisa ya, udah ikuti tutorial nya jg GK keluar buat masukin kode yang ada di android tv nya",positive
Bagus..,positive
"Kak loginnda susah banget via ini, code nya g dikirim"" kl lwat browser malah langsung dikirim gimana kak solusiny",positive
Udah berlangganan tapi percuma video tidak bisa di putar selalu masalah DRM PL-1206 udh coba buat benerin sendiri dan hubungi pihak disney hotstar tidak ada jawaban. Kecewa banget.,negative
Download banyak2 malah gak bisa di buka anjg,positive
kenapa series 911 update episode barunya lama banget padahal dah rilis harusnya,positive
I love it,positive
"Awalnya aku seneng mengikuti film seri SHIELD,tiba2 ada perintah suruh reset disney hotstar. Malah tampilanya sudah berubah,tak cari film ""shield"" gak nemu,eh ternyata belum login. Waktu mau login lha kok malah +65,gak bisa diganti +62. Aku login di website hostar.id ""error"" login,tak cari di help disuruh restart wifi,tapi tetep tidak ada hasil,bagaimana ini DISNEY HOTSTAR...??? percuma aku beli paket 1 bulan hotstar tapi gak bisa di pakek!!!",negative
Awalnya ga ada masalah lalu tiba tiba aplikasi saya masuk ke India. Padahal saya ga pake VPN . Gimana ini saya blum bisa masuk ke jaringan aplikasi Indonesia. Sudah hapus dan instal ulang ttp aja gitu,positive
Aplikasi streaming yang sangat bagus...bagi yang pengemar MCU🙏👍,positive
Tidak bisa terima kode,positive
"Saya baru saja melakukan pergantian. Ketika ingin logika kembali dengan tautan nomor hp, tidak bisa, tidak ada sms yang msuk, tidak ada tlp yang masuk untuk penerimaan kode. Bagaimana ini? Saya sudah berlangganan padahal.? Tolong diperbaiki",positive
Disney aku tiba tiba ko ikut india min mohon bantuanyaa,positive
Rating satu saja ya. Minta kode verifikasi lwt sms sama telp aja susahnya minta ampun. Terima kasih banyak,positive
"Bug yg sangat merugikan, krna film yg sudah saya download habis waktu dan kuota malah ga bisa d play, padahal sudah habis 20GB buat download biar bisa nonton d rumah yg susah sinyal",negative
Sering nge lag... Ga bsa diputar filmnya .. Ada pemberitahuan kl film tdk bsa d putar,negative
"Saya ingin masuk tapi saya tidak kunjung menerima kode verifikasinya, lalu saya meminta kode verifikasi lewat telepon tetapi suaranya tidak jelas",negative
Ada beberapa film yang nggak ada di disney terus the walking dead update episode cuma hari jum'at,negative
Perbaiki sistem log in nya,positive
Aplikasi disney + hotstar ini bagus banget dari dulu aku suka banget pakai aplikasi ini😊🙏,positive
